user_id,gender
85215,0
14258,0
64227,0
75583,0
35306,0
13422,0
79334,0
65073,0
92154,0
77789,0
39774,1
37529,0
271,0
70022,0
75550,0
444,0
78208,0
67466,0
77752,0
64215,0
66562,0
30152,0
50514,1
85782,0
51844,0
60699,1
2134,0
82066,1
42863,0
13102,0
33268,0
59953,0
69096,1
57513,1
41726,0
80257,1
21268,0
14972,0
62175,0
81485,1
48338,0
61081,0
22850,0
77485,0
20822,0
3,0
56246,0
66881,0
12697,0
1868,1
56087,0
84240,1
72195,0
87254,0
35815,0
24561,0
26469,0
52322,1
17120,0
74335,0
5064,0
64495,1
58600,0
60365,0
92238,0
91724,0
38709,1
22689,0
11021,0
12572,0
21324,0
29176,1
21833,1
55207,0
46937,0
63124,0
53078,0
47011,0
8763,0
51002,1
60586,0
61419,0
69890,0
50592,0
31935,1
9130,1
33135,0
82658,0
4619,0
62173,0
73929,0
17725,0
76988,1
14085,1
66689,0
47006,0
93127,0
84354,0
32644,0
75064,1
84788,0
93696,0
64288,0
84724,0
13199,0
51746,1
72467,0
78498,1
31925,0
4451,0
40982,0
87073,0
74546,1
61219,0
75306,0
4752,0
42213,1
70185,1
1687,1
64511,0
57123,0
40858,0
91426,0
82027,0
42196,0
85181,0
69362,0
7756,0
77315,1
93278,1
28131,0
73563,0
20725,1
20618,0
7431,0
42083,0
89649,0
64051,0
26373,0
72466,0
28295,1
26393,0
86647,0
73630,0
86485,0
85089,0
61528,0
83472,0
82875,0
25207,0
31044,0
46326,1
37601,0
8649,0
54404,0
94336,0
51056,0
61147,0
34692,0
73491,0
73531,0
2072,0
28116,0
10224,0
72368,0
55687,0
53678,0
23372,0
9062,0
76830,0
72594,1
54611,0
55473,0
8978,1
43576,0
1980,0
76429,1
1307,0
67758,1
66461,0
31291,0
52617,0
90076,0
13672,0
27554,0
78623,0
62141,0
85249,0
46701,0
41133,0
33097,0
74041,0
68465,0
94722,0
78409,0
73797,1
76439,1
69242,0
80581,1
61943,0
10742,1
46374,0
23426,1
35127,0
27157,1
27417,0
69815,0
81469,0
20334,0
76910,0
59093,0
4763,0
50556,0
83521,1
76766,0
30008,0
36550,0
69135,0
53582,1
10920,1
9364,1
2626,0
73339,0
30073,0
88649,0
16952,0
48866,0
64934,0
28431,0
58204,0
74125,0
86117,0
19365,0
68747,0
77501,1
70142,0
41832,1
28551,0
76165,1
330,0
58374,0
14762,0
15767,0
41025,0
7156,0
64266,1
93632,0
54374,0
25607,0
38052,0
38347,0
88147,0
55041,0
60197,0
78984,0
71999,0
82060,0
11926,0
45940,0
16921,0
87099,1
7939,0
44213,0
59280,0
37365,0
57908,0
13887,0
12715,0
24532,1
60397,0
83768,0
84124,1
82850,0
80765,0
54936,1
22653,0
62639,0
75329,0
3386,0
4592,0
14079,0
74250,0
53853,0
53704,1
60336,0
4431,0
52041,0
83512,1
21407,0
40329,1
7088,0
50218,0
78019,0
58533,0
60747,0
42759,0
18504,0
42703,0
53434,0
74990,0
82423,0
42695,0
16409,1
61639,0
22664,1
60493,1
86990,1
84010,0
2370,1
61331,0
81009,0
27334,0
71774,1
3682,0
19062,1
12161,1
6659,0
11129,0
55518,0
89659,0
79195,0
23337,0
56986,0
16353,1
86760,0
62795,1
65723,0
15330,0
45057,0
86246,0
37934,0
9601,0
25785,0
86511,0
23888,0
18591,0
12365,0
8903,0
15938,0
90169,0
67025,1
56781,0
62391,0
50041,0
4066,1
60382,0
76023,1
61308,0
6427,0
14820,1
48644,0
62562,0
24083,1
62010,0
63595,0
35424,1
90160,0
8296,0
9976,0
82562,1
59942,0
14559,0
40113,0
63592,1
37904,1
22991,1
22101,0
87007,1
79814,0
90289,0
83272,0
7950,0
16003,0
85527,0
41657,0
25682,0
35548,0
75869,1
17908,0
26134,0
14396,0
41241,0
58822,1
92597,1
36117,0
81934,1
67596,0
4149,0
84305,1
65725,1
12858,0
23673,0
38436,1
44263,0
47081,0
34847,0
67868,0
94404,0
3363,0
36330,0
55457,0
65811,0
60720,0
91610,0
7691,0
57317,0
61096,0
91080,0
89930,0
13402,0
79729,1
72903,0
63544,0
84052,1
70469,0
85523,0
90489,0
34076,1
71118,1
24073,0
1620,1
3063,0
63338,0
82735,0
32588,1
59234,0
39714,0
25116,1
78835,1
10122,1
33503,0
18121,0
11880,0
18986,1
39585,0
83832,0
69175,0
11906,1
84911,0
65875,1
48796,0
53696,1
49860,0
92770,0
52205,0
13760,0
33037,1
65041,0
81569,0
62694,0
68488,0
69292,0
34852,0
8299,1
40395,0
53628,0
14563,0
78325,1
52943,0
87491,0
8234,0
67985,0
49488,1
1030,0
51957,1
33714,0
46628,0
76926,0
72334,0
45672,0
73065,0
77234,0
86934,0
11607,0
48104,0
91420,1
45728,0
93827,0
23605,0
52043,0
44245,0
20566,0
66454,0
62509,0
78256,0
60763,0
72865,0
6153,1
23358,0
79004,0
56099,0
19197,0
66593,0
62660,0
17784,0
61840,0
36903,0
60373,0
88145,0
1260,0
75499,0
66610,0
76621,0
76309,1
17459,1
89096,0
86393,1
94744,1
61583,0
48041,0
37573,0
92589,1
93374,0
68545,0
69219,0
79740,0
26107,0
6949,0
82432,0
79148,0
31141,0
6577,0
16659,0
51011,1
19052,0
71116,0
11335,0
18178,1
46195,0
13449,1
93038,1
58693,1
39456,0
10493,0
21275,0
74115,1
69465,1
5788,0
18955,1
5233,0
62615,0
93590,0
70812,0
62133,1
10868,0
14433,0
55370,0
25562,0
44252,0
29984,0
37479,1
56990,0
47414,0
37486,0
36452,0
52305,0
90412,0
80867,0
67743,0
53940,0
33022,0
52247,0
90393,0
63326,0
74955,0
26625,1
68895,0
61578,0
7566,1
32174,0
18332,0
4295,0
93055,0
69112,0
4833,0
66701,0
85807,0
62147,0
50197,0
63073,0
22309,0
73070,0
75250,1
80606,0
78772,0
90326,0
37676,0
74964,0
31187,0
46804,0
90663,0
38206,0
50631,0
57751,0
14964,0
82948,0
58034,0
88263,0
26228,0
87133,0
10138,0
24510,0
41590,0
79508,0
57810,0
6385,0
21809,0
86062,0
32031,0
42150,0
51433,0
31933,0
67920,0
58697,1
68568,1
30284,0
83338,0
45245,0
3269,0
90842,1
55590,0
73004,1
83193,1
28256,1
72174,1
22964,0
75375,0
88940,0
49089,0
86577,0
18947,1
41369,1
22429,0
79209,0
15401,0
3370,1
50931,0
28025,0
5881,0
42328,0
51457,0
44260,1
67003,1
88384,0
78419,1
27851,0
70389,0
8810,0
23430,0
49343,0
24284,0
78998,0
24653,0
94159,0
12077,1
45275,1
82389,0
5474,0
67136,0
83299,1
32719,0
70409,0
58186,0
17515,0
33633,0
23999,0
41216,0
36211,0
35097,0
7295,0
2866,0
16565,1
92368,0
50191,0
76948,0
57459,0
27971,1
18482,0
16925,0
27466,0
33968,0
62027,1
49722,0
82243,0
34265,0
65510,1
28062,1
43039,0
71402,0
94225,0
49004,0
5673,0
27524,0
49844,1
48380,0
62586,0
84821,0
33261,0
38513,0
71032,0
4683,1
73379,0
75386,0
36650,0
4406,0
55545,0
31115,1
37920,0
4348,0
60550,0
59627,0
67213,0
20282,0
33655,0
55250,0
1728,0
7996,0
50102,0
91479,0
82868,0
91377,0
59979,0
79158,1
51539,0
65261,0
15154,0
52049,1
11242,0
38016,0
20607,1
22032,0
43046,0
62518,0
40820,0
70842,0
43628,1
36393,0
12422,0
28031,0
45363,1
19560,1
23518,1
17167,1
85134,0
92049,0
74704,0
74268,0
38275,0
38772,1
25921,0
5739,1
82277,0
8390,0
93750,0
4378,0
82477,0
72256,1
81208,1
2936,0
60485,0
88488,0
64240,1
59127,0
13118,0
42835,0
34562,0
35754,1
64674,1
70526,0
4848,1
57220,1
62225,0
67408,1
69398,1
45322,1
3982,0
56228,0
74141,0
74071,1
73035,0
75615,1
64236,0
5658,0
83446,1
56915,0
87527,0
79409,1
17540,1
88694,0
68345,0
49498,0
2733,1
22506,0
89675,1
26943,0
50657,0
34329,1
25502,0
8839,0
63389,0
24036,0
47937,0
30272,1
63586,0
85645,0
71637,0
22224,0
83940,1
57827,0
59422,0
4812,0
37472,0
48704,0
91225,1
91232,0
24930,0
49956,0
74789,1
40433,0
27956,0
78718,1
6489,1
10736,0
10506,0
27258,0
59300,0
62912,0
61275,0
20971,0
74102,1
25180,1
36753,1
70048,0
86666,0
48323,0
40747,1
41217,0
69965,0
28800,1
44488,0
31833,0
90652,0
70950,0
11977,0
52552,1
10662,0
11552,1
93694,0
93153,0
16017,0
16149,0
57768,0
82332,0
84888,0
68088,0
22789,0
66653,0
80607,0
83457,0
65559,0
75204,1
31414,0
39382,0
26619,1
75524,0
24104,0
6801,0
69640,0
46061,1
79092,0
92633,0
13721,1
51726,0
79548,1
64243,0
68945,1
62542,0
94182,0
14707,0
47832,0
82867,0
35037,0
2538,0
65232,0
90857,0
29159,0
60187,0
61727,0
12371,0
41299,0
41552,1
5382,1
91597,0
20604,0
12543,0
88616,0
66870,0
68460,1
67416,0
42235,0
72142,0
11620,0
59284,0
75042,0
25929,1
12313,0
71311,1
69686,1
52258,0
58748,0
2767,0
9725,0
53347,0
53720,0
83690,0
122,0
62455,1
88584,1
11211,0
52279,0
81606,0
72102,0
65862,0
61205,0
42165,0
66038,1
47341,0
53699,0
93029,0
62970,1
31970,0
70619,0
5984,0
85372,0
32784,0
22813,0
37522,1
6463,0
84601,0
93079,0
46378,1
49562,0
1955,0
73446,1
92280,0
81099,0
46773,0
30100,0
3581,0
62198,0
70786,1
55600,0
33865,0
59929,0
88784,1
80593,0
35187,1
39981,1
45591,0
22574,1
19422,0
11346,1
78599,0
82909,0
55696,0
78899,1
86390,0
35329,0
80694,0
11097,0
60269,0
61432,1
50200,1
1740,1
41634,0
68408,0
10788,1
81435,1
66583,0
20647,0
42312,0
81463,0
38613,0
45128,0
15204,0
17750,0
10595,0
89622,0
10883,0
71451,0
22589,0
8089,0
9149,0
94431,0
86361,0
59527,0
84552,0
